,Comment
1503,"twitter muitas pessoas rede social uso momento faz"
1504,"uso twitter"
1505,"nunca usei tanto twitter hoje preciso conversar ficando louco"
1506,"queria aqui twitter faz"
1507,"ah twitter"
1508,"twitter algo jogo twitter vida nesse"
1509,"aqui usando twitter"
1510,"ta acabei tava tudo errado twitter ruim"
1511,"uso curtir twitter forma olha"
1512,"ai twitter amo"
1513,"uso twitter meio desabafar whats amizade"
1514,"ta hora twitter fazer editar tweet"
1515,"ficar twitter antigamente sei consigo"
1516,"twitter chat sim reclamar oi aqui todos rs"
1517,"nunca vi tanta bosta twitter vi"
1518,"oi gente amei twitter tumblr"
1519,"estar mt twitter antes"
1520,"tanto pro twitter antigamente entro entro assim"
1521,"pro dar jeito gente fazer block todas contas aparecem hein hein"
1522,"quase dias entrar twitter consegui"
1523,"aqui twitter"
1524,"mano esqueci senha twitter"
1525,"vejo twitter sei errado fazendo"
1526,"twitter poder falar c"
1527,"nunca fiquei triste lendo twitter fiquei lendo"
1528,"sei usar twitter faz"
1529,"falo vezes uso twitter bloco notas"
1530,"contas twitter"
1531,"vontade ficar twitter"
1532,"fico aqui uso twitter passa tempo haha"
1533,"fim twitter ficar igual fb cheio gente pode falar nada"
1534,"sdds usar twitter antes sdds"
1535,"novo twitter posso pessoas"
1536,"sdds usar twitter antes"
1537,"twitter dar mimimi foda"
1538,"twitter"
1539,"vc procurar site twitter conta"
1540,"uso facebook twitter twitter instagram instagram uso mi modo"
1541,"app twitter mudar agora socorro"
1542,"nunca usei tanto twitter ultimamente"
1543,"preciso twitter"
1544,"falando twitter falando c coisas verdade mim msm"
1545,"usar twitter facebook"
1546,"legal usar twitter facebook kkk"
1547,"twitter tumblr sei pessoa sigo quase"
1548,"consigo twitter"
1549,"nunca fiquei tanto twitter kkkkk"
1550,"tanto pro twitter antes"
1551,"twitter"
1552,"queria ser normal fazer twitter"
1553,"oq fiz twitter"
1554,"aqui uso uso twitter vc"
1555,"twitter antigamente"
1556,"ah twitter bom ver"
1557,"night mode twitter usam"
1558,"nunca fiquei tanto tempo twitter hoje"
1559,"ia ser legal twitter tumblr mim vontade largar coisas"
1560,"receber sobre tweets obrigada"
1561,"usam texto twitter bloco notas"
1562,"entro twitter mundo social ultimamente sentindo pior aqui sinto"
1563,"nada chato pessoa posta twitter ngm antes"
1564,"twitter fazer igual facebook deixar geral fazer live mato"
1565,"sei salvar twitter faz"
1566,"twitter faz bloquear"
1567,"povo facebook vindo pro twitter fazer merda"
1568,"dias twitter bom estar"
1569,"pensando nesse usar apenas twitter rede social facebook ta"
1570,"fazendo usar twitter curtir facebook"
1571,"usando twitter bloco notas"
1572,"alguem ajuda nova faz deixar"
1573,"twitter vida"
1574,"queria twitter antes"
1575,"uso twitter tumblr"
1576,"app twitter sempre lixo"
1577,"juro fazer uso forma twitter ninguem"
1578,"vezes posto nada aqui gosto usar twitter uso ver"
1579,"consegue deixar msg twitter assim deus"
1580,"uso twitter antes"
1581,"tentar dormir conseguir vir pro twitter dar muita risada dormir"
1582,"nunca tanta vontade twitter tendo agora"
1583,"amo twitter consegui ficar tanto tempo longe"
1584,"fica sabendo twitter bonner kkkkk"
1585,"cada vez existe editar aqui twitter"
1586,"quero trocar avatar twitter quero trocar avatar twitter faz"
1587,"nunca tanto twitter hoje bonner"
1588,"twitter amo"
1589,"uso twitter errado mt gente aqui mostrar desse jeito"
1590,"vezes vejo twitter querido"
1591,"twitter modo noturno"
1592,"amo mt twitter fiquei ano entrar"
1593,"vejo twitter onde"
1594,"entro twitter whats entro whats twitter faz"
1595,"ainda gente gosta twitter assim gente melhor lugar gente viver"
1596,"faz dar"
1597,"sair pena vir aqui pro twitter dar muita risada internet perdoa zuera nunca kkk"
1598,"bom passar todos twitter bonner"
1599,"twitter viver"
1600,"twitter sempre melhor lugar estar"
1601,"criei twitter forma muita gente obrigada"
1602,"twitter amo deus"
1603,"twitter sempre mostrando melhor rede social bjs"
1604,"vzs twitter dar bug legal"
1605,"acho nunca fiquei twitter agora"
1606,"momento twitter whats"
1607,"vir todos dias twitter dar bons dias tipo"
1608,"twitter"
1609,"facebook twitter assim"
1610,"vem conseguindo tirar gosto twitter viu"
1611,"puta acho nunca fiquei twitter agora"
1612,"porque twitter rede social aqui pessoal deus"
1613,"anos vendo twitter aqui"
1614,"twitter modo noturno"
1615,"uso twitter funcionar preciso ficar pouco nome aqui kkkk"
1616,"usando twitter porque sim"
1617,"gosto twitter posso mandar indireta pessoa tendo twitter fazer"
1618,"crl odeio poder fazer twitter caracteres mt interessante"
1619,"twitter notas"
1620,"twitter bloquear"
1621,"usar twitter cansada ser nesse"
1622,"achei twitter faz"
1623,"link celular"
1624,"colocar twitter sei fiz antes"
1625,"mim existisse twitter ia reclamar pouco vida"
1626,"saudade twitter posso falar aqui"
1627,"pessoas usam twitter facebook credo"
1628,"twitter faz"
1629,"todos instagram aparecer twitter foto link"
1630,"voltar twitter melhor"
1631,"faz tempo twitter antigamente bons"
1632,"twitter existisse"
1633,"esqueci twitter"
1634,"gente usa twitter pode"
1635,"desse ruim usar twitter pessoas"
1636,"puta merda twitter tava"
1637,"novo twitter"
1638,"twitter fb desse gif video"
1639,"amando twitter tanto antes"
1640,"aqui novo falando sozinha twitter sempre bjs tchau"
1641,"twitter sempre"
1642,"esqueci onde trocar senha twitter pode"
1643,"odeio pessoas ficam falar twitter chat face"
1644,"usa twitter chat"
1645,"gente usa twitter"
1646,"facebook twitter twitter whatsapp"
1647,"agora twitter assim pessoal celular"
1648,"hoje faz twitter fiquei tanto tempo"
1649,"twitter twitter"
1650,"realmente sabe usar twitter aqui"
1651,"venho twitter"
1652,"legal twitter galera gosta tanto menos alguns"
1653,"twitter parado"
1654,"consegui twitter sei foto perfil"
1655,"amo usar twitter"
1656,"ainda bem twitter consigo sentir melhor apenas falando sozinha escrever"
1657,"olha desativou alguns dias normal twitter dar bugada desativei ficou jeito"
1658,"quer twitter wpp"
1659,"amo twitter muita gente ai"
1660,"vezes twitter chat"
1661,"maior tempo twitter wpp sei ver cmg falo"
1662,"twitter parado vida"
1663,"twitter sempre"
1664,"consigo usar twitter noturno"
1665,"gente socorro sei aqui twitter voltei kk"
1666,"ta chegando twitter aqui"
1667,"deixar letras twitter ler"
1668,"amo twitter aqui gente mostra kkkkk"
1669,"twitter funciona"
1670,"mundo tl desse twitter"
1671,"agora porque app twitter"
1672,"twitter"
1673,"vivo twitter"
1674,"twitter"
1675,"sempre usei twitter sempre amigos aqui"
1676,"twitter morto"
1677,"vi twitter movimentado"
1678,"adoro twitter sabe amo"
1679,"monte gente falando nova twitter aqui apareceu kkkk"
1680,"postando mt foto twitter eh nois"
1681,"twitter parado"
1682,"cada twitter amo"
1683,"poderia twitter aqui tudo lindo"
1684,"twitter lento"
1685,"fazer sentir sozinha vir pro twitter fazer falar sozinha"
1686,"twitter aqui"
1687,"sei usa twitter"
1688,"tentando mexer twitter aqui"
1689,"twitter morto"
1690,"foto twitter cedo agora postando facebook sim dai"
1691,"twitter bugado existe"
1692,"quase usando twitter"
1693,"adoro twitter"
1694,"parar falar twitter amo ficar aqui sentindo"
1695,"parece modo noturno deixa twitter lento"
1696,"app twitter bugado vida"
1697,"twitter"
1698,"twitter"
1699,"posso postar nada twitter porque indireta outros saco hein"
1700,"obrigado falar twitter aqui ta"
1701,"fazer twitter aqui editar tweet facil"
1702,"excluir twitter aqui"
1703,"twitter amo vc"
1704,"twitter parado"
1705,"twitter"
1706,"twitter parado"
1707,"oi twitter aqui"
1708,"dia twitter colocar editar tweet twitter ainda"
1709,"sei twitter"
1710,"gente uso twitter vezes fazer"
1711,"adoro usar twitter bloco"
1712,"twitter travado"
1713,"sinto twitter rede social fds onde todos amigos lugar"
1714,"twitter"
1715,"preciso twitter semana casa"
1716,"spotify ta twitter vo viver bosta"
1717,"tanta falar tudo twitter antigamente"
1718,"amo twitter raiva vezes pessoa"
1719,"estranho ter twitter modo noturno"
1720,"sabe adoro twitter aqui posso desabafar falar oq realmente sinto ngm ficar saco"
1721,"pior povo twitter amo porra"
1722,"twitter saber"
1723,"twitter aqui existe"
1724,"gosto twitter tempo instagram"
1725,"twitter parado olho"
1726,"ficar twitter"
1727,"amo twitter aqui vivo"
1728,"pessoa acabou criar conta twitter nisso agr"
1729,"twitter parado conta"
1730,"twitter parado whats foda"
1731,"chegando nenhuma twitter aqui caralho"
1732,"conta verificada twitter ver"
1733,"conta verificada twitter ver azul qualquer outra conta passando mim deve ser"
1734,"pergunta gostava twitter timeline ordem agora voltar"
1735,"medo abrir twitter aqui"
1736,"sei twitter"
1737,"deve ser legal ser entrar twitter falar alguma coisa todo mundo responder"
1738,"gosto twitter posso mandar indireta pessoa tendo twitter fazer"
1739,"cada dia passa twitter ter"
1740,"acho aplicativo twitter ficar lixo"
1741,"faz twitter ficar tbm"
1742,"finalmente consegui fazer twitter entrar celular novo ainda bugado caralho"
1743,"medo twitter ficar pior orkut"
1744,"odeio fato twitter ter letras af"
1745,"vida apagar tweets toda hora"
1746,"ter editar tweet saber dm pessoa tbm saber estar"
1747,"vez bom abrir twitter ver"
1748,"bem verdade venho twitter ver tweets novos"
1749,"pro twitter ficar melhor colocar modo editar"
1750,"legal falta twitter deixar aparecer"
1751,"twitter ficar chato dia jogo pqp"
1752,"colocar foto twitter editar colocar la migo"
1753,"olha desativou alguns dias normal twitter dar bugada desativei ficou jeito"
1754,"passou hora twitter deixar gente editar tweets gente vez ter twittar novo hein"
1755,"vezes vontade deu excluir unfollow geral fazer varias coisa"
1756,"pro twitter ter editar tweet tanto tempo"
1757,"fazer sentir sozinha vir pro twitter fazer falar sozinha"
1758,"pro twitter ficar trevas"
1759,"faz pro twitter ficar modo noturno acabei atualizar branco"
1760,"vem twitter ficar bugado"
1761,"deus twitter existir"
1762,"pro twitter ficar perfeito poderia ter"
1763,"cansei twitter ficar bloqueando"
1764,"pena twitter ter limite"
1765,"maior trevas uso twitter ter modo noturno"
1766,"vida twitter ter editar tweet poder"
1767,"bgl twitter ficar mostrando antigo"
1768,"maior achar capa"
1769,"coisa boa poder ser"
1770,"sdds twitter ficar internet legal"
1771,"pro twitter ter audio"
1772,"dia twitter deixar dms dia vez facebook"
1773,"chega fim semana twitter ficar chato"
1774,"lado ruim ter procurar pessoas novo"
1775,"agora deu twitter dar tweet ah vsf"
1776,"facebook dar fodase twitter dar volta logo amor deus"
1777,"tao lindo pro twitter deixar"
1778,"twitter ficar ar minutos nois fica outros site nois ta ai"
1779,"dia twitter ficar ar pode"
1780,"saudade twitter falar sozinha faz louca"
1781,"pior coisa podia agora twitter deixar ter limite letras tweets facebook cheio d"
1782,"twitter ficar audio"
1783,"antes twitter ter virado virado tumblr"
1784,"tudo pro twitter ter novo tanto"
1785,"falta twitter ter"
1786,"fez twitter ficar dessa cor"
1787,"entendi modo pro twitter ficar"
1788,"twitter ficar travando toda hora"
1789,"hora twitter deixar editar tweet"
1790,"twitter funcionar internet"
1791,"modo noturno melhor coisa agora pro twitter ficar perfeito falta editar tweets"
1792,"desse twitter ter caracteres quero escrever coisa dar raiva"
1793,"bem twitter poder ter modo editar"
1794,"pro twitter ficar trevas vc"
1795,"falta twitter dar fazer direto"
1796,"twitter ter bloqueado finalmente aqui dizer"
1797,"pro twitter ter mandar saco ficar nesse"
1798,"twitter ter modo noturno"
1799,"agora twitter ter contas semana ter gif"
1800,"twitter ter cena sempre"
1801,"passou hora twitter fazer editar tweet"
1802,"alguem sabe fazer twitter fazer chega mensagem"
1803,"passou hora twitter ter editar tweet"
1804,"sobre sentir ter pessoas segue"
1805,"falta twitter fazer forma apagar tweet todo"
1806,"fazer favor deixar gente user celular bjs"
1807,"ter twitter dar editar tweet porque excluir escrever tudo novo"
1808,"twitter deixar largar celular"
1809,"passou hora twitter deixar colocar ter editar tweet"
1810,"twitter ver modo editar assim"
1811,"agora deu twitter ficar dando erro toda hora"
1812,"apenas normal twitter ter tweets"
1813,"ainda entender twitter apagar cmg"
1814,"dia jogo twitter ficar"
1815,"twitter ter assim"
1816,"finalmente pessoas fazer amizade"
1817,"ta hora twitter ter editar tweet"
1818,"posso falar indireta gente"
1819,"sabe faltava twitter ficar melhor ainda editar tweet"
1820,"twitter deixar editar tweets anos caracteres twittar menos"
1821,"pena outro twitter ter bloqueado"
1822,"pro twitter ter mensagem"
1823,"sobre twitter ter modo"
1824,"normal twitter dar unfollow pessoas nada sozinho"
1825,"deus fala twitter fazer ver td"
1826,"mandar twitter apagar faz vzs"
1827,"vem mundo twitter ficar largar"
1828,"twitter ficar bom falta editar"
1829,"dia twitter achar"
1830,"mundo insta twitter ter facebook nada"
1831,"faz twitter ficar desse cor"
1832,"esperando pro twitter ficar bom"
1833,"twitter editar tweet"
1834,"ainda twitter ter modo noturno"
1835,"sobre twitter ter parado pegar"
1836,"twitter dar problema hora sacanagem"
1837,"twitter ficar c"
1838,"quase pro twitter poder pessoas mano pqp"
1839,"passou hora twitter fazer mandar toda gente chata desse site"
1840,"vir pro twitter falar sozinha wpp"
1841,"sozinho"
1842,"sim gosto disso twitter poder pessoas facebook kkkkkk"
1843,"twitter deixar tweets tudo ordem comigo faz"
1844,"hoje lembro fiquei twitter ter bloqueado outro ai fazer novo"
1845,"certo gosta vir twitter mudar nome vezes"
1846,"pro twitter ficar melhor falta editar tweet"
1847,"hora twitter ter editar"
1848,"esperando hora twitter ficar preto azul tbm"
1849,"twitter ficar tempo inteiro modo noturno"
1850,"tava hora twitter ter modo noturno pro"
1851,"hora twitter ter editar"
1852,"celular onde fica twitter apagar entrei novo apareceu"
1853,"pro twitter ficar melhor falta editar tweet"
1854,"madrugada aqui nada desse twitter ter"
1855,"sacanagem ter novo faz anos uso aqui daqui pouco orkut"
1856,"twitter ficar"
1857,"pro twitter falar mal bem vindo"
1858,"perdoa fato twitter ter foto perfil vem ser feliz comigo"
1859,"todos dias twitter ter modo noturno facebook instagram"
1860,"bom vir twitter falar amo"
1861,"twitter ficar perfeito editar tweet"
1862,"gente faz pro twitter ficar celular"
1863,"twitter ter bgl noturno"
1864,"twitter dar pessoas seguir nunca vc realmente seguir"
1865,"assim ficar tempo twitter ficar"
1866,"twitter ficar bom tempo entrar aqui"
1867,"aguento twitter fazer"
1868,"basta outra rede social meme pessoa vem pro twitter falar merda ai credo"
1869,"faz pro twitter ficar nesse modo noturno tbm quero"
1870,"faz pro twitter ficar"
1871,"twitter usar site conta"
1872,"bug chato twitter ficar"
1873,"gente desse modo noturno faz twitter mudar cor algo"
1874,"eh causa twitter ficar travando ai"
1875,"feliz twitter ter normal"
1876,"faz twitter ficar"
1877,"twitter fazer gente kkkkkk"
1878,"saudades twitter ficar celular pqp"
1879,"twitter ter pessoas"
1880,"twitter mudar header devia"
1881,"sobre celular twitter ter ta tudo estranho"
1882,"pena twitter ter apenas"
1883,"faz twitter ficar"
1884,"pro twitter ficar bem"
1885,"sabe lado bom ter twitter saber problemas sozinha obrigada amigos"
1886,"sdds twitter ter corrigir tweet errado sdds nunca"
1887,"pro twitter ficar melhor faltava editar"
1888,"twitter passou hora hein"
1889,"medo twitter mudar tudo"
1890,"podia twitter ter tweet sei acho bonito tudo"
1891,"sobre capa twitter ter coisa"
1892,"lado bom twitter falar coisas liga"
1893,"twitter ficar perfeito falta editar tweet"
1894,"coisas sentir falta eh fim tag deixar"
1895,"vamo pro twitter existir"
1896,"vamo fazer twitter existir"
1897,"fazer pessoas"
1898,"sobre twitter ter bloqueado contas foda"
1899,"tweet todo mundo abrir twitter ver"
1900,"deixando twitter ficar ruim novo fazer outro voltar pro pessoal usar ruim"
1901,"favor oq fiz pro twitter ficar assim"
1902,"faz pro twitter ficar dessa cor"
1903,"ainda acho puta curtir twitter ter virado"
1904,"passou hora twitter ter editar tweet"
1905,"faz pro twitter ficar assim"
1906,"momento twitter deixar funcionar celular realmente ter trocar"
1907,"boa twitter ter silenciar whatsapp"
1908,"twitter ficar escuro sabia"
1909,"la vem twitter dar erro logo agora"
1910,"normal twitter deixar pessoa parar seguir outros"
1911,"deveria ter twitter editar tweet gif mostrar mostrar pessoa ta mostrar pessoa viu dm"
1912,"twitter ter"
1913,"ta hora twitter ter editar porque assim"
1914,"passando hora twitter ter editar olha"
1915,"twitter mudar negocio acho lindo fb acho"
1916,"oq gosto fazer gosto twitter dar vida"
1917,"falta twitter ter deixar foto certo tempo tipo snap igual"
1918,"twitter ficar chato facebook"
1919,"quero logo twitter ficar cheio dnv"
1920,"ainda tentando fato outro twitter ter pro saco"
1921,"tava saudade twitter tempo entro kk"
1922,"twitter bug"
1923,"twitter ruim bad twitter melhor coisa mundo kkkkkk"
1924,"achei mt td memes twitter aparecer rede social melhor"
1925,"servidor varias vezes"
1926,"twitter erro servidor servidor assim"
1927,"odeio twitter erro cu"
1928,"twitter erro servidor toda"
1929,"porra twitter erro servidor foda hein"
1930,"falar sobre pessoas twitter ruim falta"
1931,"twitter bug chato"
1932,"dizer merda falar tudo"
1933,"twitter ruim"
1934,"twitter ruim nada"
1935,"hoje modo noturno twitter aparecer pro celular"
1936,"twitter ruim"
1937,"aqui mandar link porque twitter ruim deixa escrever tanto"
1938,"sobre twitter ter virado deus disso"
1939,"alguma forma fazer twitter ficar ordem"
1940,"melhor twitter poder ver enquanto mexe tl"
1941,"ta fazendo twitter ficar cheio coisa achar"
1942,"vontade louca dar twitter mudar nome mudar foto mudar"
1943,"tbm sabia twitter falar ai tempo assim"
1944,"triste chega hora twitter mudar pro modo noturno fica"
1945,"agora dizer deve deve escrever twitter ter"
1946,"nada ver twitter ficar mostrando bgl gente legal"
1947,"twitter ficar mandando foto"
1948,"aqui deixar twitter fazer mim"
1949,"twitter ficar bom texto boa"
1950,"vim twitter ver"
1951,"acho trocar twitter mudar outra conta"
1952,"ia ser legal twitter ter face passado"
1953,"tanta coisa pro twitter fazer faz merda editar tweet"
1954,"criar twitter seguir outros parar seguir porra"
1955,"ruim demais twitter ter coisas ficam td"
1956,"nada ver twitter ficar mandando pessoas"
1957,"sei twitter usar ai mds vcs"
1958,"gostei desse pro uso twitter ter"
1959,"twitter ficar nessa ficar toda hora senha fazer outro"
1960,"fazia tempo twitter ver rede social"
1961,"basta porra twitter ter td bugado ainda seguir"
1962,"deus twitter ter"
1963,"finalmente twitter poder editar"
1964,"aguento twitter ficar tudo posto"
1965,"desse twitter ficar dando sozinho"
1966,"agr twitter ficar bloqueando conta"
1967,"aguento merda twitter ficar bloqueando conta toda hora"
1968,"usar meme postar twitter fazer fazer"
1969,"passou hora desse twitter ter editar acho"
1970,"twitter ficar bosta"
1971,"twitter existir finalmente"
1972,"twitter ficar parecendo coisas pessoas sigo chato"
1973,"passou hora twitter ter editar tweets corrigir apagar escrever"
1974,"pena twitter ter"
1975,"amiga sei oq vc servidor"
1976,"ser feliz twitter deixar gente corrigir tweets"
1977,"triste vir aq twitter ver"
1978,"twitter twitter deixar ser"
1979,"querer salvar twitter ficar coisa problema"
1980,"twitter ficar"
1981,"twitter ter modo noturno"
1982,"twitter deixar existir desabafar"
1983,"vezes twitter dar louco"
1984,"fala igual"
1985,"coisa chata twitter ficar"
1986,"twitter deixar video dnv"
1987,"pro twitter ter audio mostrar ainda"
1988,"agora escrever postar agora foto agora twitter deixar"
1989,"queria twitter fazer sei oq colocar"
1990,"todos dias twitter dar silenciar pessoas"
1991,"twitter ter"
1992,"dessa twitter ficar tweets perdi perdeu"
1993,"vejo twitter mudar modo noturno pro normal ser"
1994,"real falar varias coisas mandar indiretas twitter"
1995,"ai puta passando vem twitter falar mim"
1996,"todos dias twitter dar silenciar pessoas"
1997,"porra entra monte tweet novo aqui faz twitter ficar todo travado site porra vsf"
1998,"consigo baixar foto nenhuma aqui twitter entrar instagram snap sentindo longe vida"
1999,"adoro vir twitter falar merda porque ninguem usa"
2000,"adorei twitter ter limite caracteres assim posso mandar mundo inteiro tweet"
2001,"basta twitter fazer enquanto ler cenas ainda vir"
2002,"vcs site maravilhoso twitter existir sim"
2003,"twitter fiquei medo entrar twitter ver"
2004,"ainda bem twitter existir"
2005,"twitter ficar mostrando todo mundo"
2006,"nada twitter ter editar"
2007,"twitter ficar"
2008,"twitter ter facebook ia ter tanto haha nesse mundo"
2009,"ser twitter fazer editar tweet"
2010,"dia twitter ter editar pode saber"
2011,"passou twitter poder"
2012,"esperando twitter falar tweets"
2013,"trocar geral aqui twitter saber beleza"
2014,"hahaha manda twitter ficar mostrando"
2015,"ai saudades twitter falar coisas quer saber quer falar"
2016,"twitter seguir"
2017,"dessa merda twitter ficar toda bugando"
2018,"medo twitter ficar nova daqui dias tbm"
