,Comment,pru,npru
964,vzs twitter dar bug legal,1,0
1839,passou hora twitter fazer mandar toda gente chata desse site,1,0
1147,vontade usar twitter af,1,0
286,tentando enviar tweet hora obrigada twitter bom,1,0
1222,porra twitter aqui gif,1,0
715,tbm acho,0,1
247,adoro pai acorda mal bom dia twitter,0,1
1651,venho twitter,1,0
1230,deixar seguir tanta merda aqui twitter,1,0
97,puta twitter chato af,1,0
1099,twitter aqui,1,0
922,vamo tentar fazer bastante twitter fazer avril please come back,0,1
875,tbm sabia twitter falar ai tempo assim,0,1
1207,celular faz twitter ficar tweet,0,1
795,amo twitter porque galera puta,1,0
1354,deixando twitter lindo maravilhosa,1,0
1736,sei twitter,1,0
285,twitter lindo,1,0
557,desativar twitter fazer,1,0
275,tweets falo caralho,0,1
358,cara tava bem tweets nome disso,0,1
1289,tentar explicar acordei madrugada vir aqui twitter saber,0,1
1895,vamo pro twitter existir,1,0
655,final,0,1
926,merda twitter,1,0
133,twitter novo,1,0
400,ainda bem tweets,0,1
1473,twitter bugado lembro tweet dm querer juro,1,0
1852,celular onde fica twitter apagar entrei novo apareceu,1,0
602,queria usar twitter ai tao chato ter onde postar problemas,1,0
795,medo vem twitter ver tag ver,0,1
1103,dar aqui twitter porque muita site,1,0
1636,puta merda twitter tava,1,0
1101,sim sei todos fico indignada amigos amo virem aqui t,0,1
949,toda vez vem twitter dar bug vc acaba amo vc,1,0
1355,deixa galera twitter normal,1,0
996,twitter aqui parado rede social,1,0
355,menos dia chego tweets,0,1
11,twitter louco apareceu foto outra,1,0
1642,esqueci onde trocar senha twitter pode,1,0
1227,vejo corro twitter ver meme,0,1
1846,pro twitter ficar melhor falta editar tweet,1,0
442,triste twitter ver indiretas mim mt,1,0
1489,twitter ficar chato dia jogo pqp,1,0
1490,amo rede social twitter porque posso reclamar vontade,1,0
157,twitter legal k,1,0
377,amor viu tweets veio pergunta tava bem,0,1
706,amar estar vir twitter ficar saco,0,1
505,pior twitter achar lindo deixar,1,0
1245,preciso twitter nada,1,0
1549,nunca fiquei tanto twitter kkkkk,1,0
85,ver tweets fala tempo falo kkkkk,0,1
18,criei twitter novo coisas posso falar outro gente segue,1,0
1462,adoro twitter porque posso falar tudo,1,0
200,amiga cada foto nesse twitter achar,1,0
1156,paulo cruzeiro cruzeiro paulo sabe,0,1
646,twitter bem sempre,1,0
1034,final eibar,0,1
25,daqui pouco chego tweets,0,1
47,fazer twitter novo,1,0
1943,tbm sabia twitter falar ai tempo assim,1,0
339,queria chegar tweets menos,0,1
44,tweets falo pouco,0,1
1878,saudades twitter ficar celular pqp,1,0
1199,criei outro twitter porque outro achando quero,1,0
287,cheguei momento aguento ler tweets falando merda tanta cara,0,1
886,army enquanto respondeu iria f,0,1
577,explicar twitter falar sobre oque gosto conversar amigos divulgar,0,1
1001,uso twitter porque caro kk,1,0
2004,ainda bem twitter existir,1,0
897,queria conseguir tirar vida modo noturno mesma twitter facil galera,1,0
1062,uso twitter porque caro,1,0
657,gosto twitter porque aqui lugar vc fala sozinho todo mundo kkk,1,0
863,medo twitter ficar,0,1
1533,fim twitter ficar igual fb cheio gente pode falar nada,1,0
430,bem tweets falando ok passa tempo kkk,0,1
1252,vontade entrar nesse twitter ta tudo fb aqui,1,0
736,veio aqui twitter falar,0,1
1010,hoje twitter ta reclamando twitter porque viu galera posta,1,0
438,ler tweets faz tao abro nada,0,1
413,faz twitter ficar parar ficar cara,1,0
224,bom and,0,1
254,twitter triste,1,0
183,bom dia twitter,0,1
567,twitter seguir pessoas,0,1
1260,adoro twitter aqui posso mandar mundo tomar cu,1,0
684,usando twitter porque aplicativo ficou bom agora,1,0
300,odeio twitter novo,1,0
128,pessoas aqui deixando twitter chato,1,0
1054,adoro twitter aqui fala chata posso postar coisas quiser,1,0
711,pessoas vergonha falando rua ver vem twitter falar,0,1
1880,twitter mudar header devia,1,0
1257,modo noturno twitter modo twitter,1,0
1105,sei acontecendo causa twitter porque faz,1,0
846,twitter ta chegando odeio,1,0
2005,twitter ficar mostrando todo mundo,1,0
1334,quase conta twitter porque aguento,1,0
386,acho hoje twitter ficar vendo foto tomar,1,0
651,twitter coisas,1,0
321,momento tweets tarde motivos,0,1
877,demais twitter seguir melhor,0,1
502,oi desculpa incomodo pode dar aqui importante msm ingnora favor,0,1
805,adoro conta twitter porque posso falar qualquer coisa,1,0
357,menos tweetar assim pessoas querer ver tweets,0,1
366,saudades twitter lindo,1,0
360,ter fc tipo tweets bem ainda ser social,0,1
550,vamo fazer amor deus,0,1
244,twitter bom dia preparando,0,1
1301,amo twitter porque sempre assistir,1,0
1249,dps wpp twitter ficar morto,0,1
530,legal justin,0,1
1164,amo twitter dar saco,0,1
1411,amo twitter porque muitas coisas,1,0
1115,chato putaria aqui tt mundo quer ver pronto twitter fazer oq,0,1
1553,oq fiz twitter,1,0
1573,twitter vida,1,0
1263,twitter anos,1,0
1511,uso curtir twitter forma olha,1,0
458,relacionamento pro twitter ficar animado fazia tempo kkkkk,1,0
1211,amo twitter tudo,1,0
1012,desinstalei raiva twitter cedo agora novo app,1,0
411,bate bem bate qualquer forma sigam tweets internet,0,1
1240,twitter chato caralho,1,0
1048,falar twitter parece legal,0,1
1266,ver entrar twitter ver tanto ver tag,0,1
1030,twitter ficar dia jogo,1,0
898,aqui fez tudo causa veio homem,0,1
1252,aviso vir aqui twitter ver postou algo porque,0,1
87,atualizei app twitter novo,1,0
916,fala famoso twitter ficar,0,1
1191,amo twitter porque pessoas certo gente obrigado responder dm gente viu msg,1,0
1662,twitter parado vida,1,0
354,estranho ter twitter novo,1,0
1018,obrigado twitter pro deus,1,0
1949,twitter ficar bom texto boa,1,0
1133,todo amor pessoa outro ai twitter falar ama,0,1
876,lembro usar twitter tanto tempo,1,0
444,triste twitter ficar movimentado novo,1,0
161,fazer twitter novo,1,0
151,twitter todos curso tempo bom estar pessoa,0,1
249,fiz twitter novo porque problema outro segue favor,1,0
1314,twitter fazer anda pronto,0,1
980,amo twitter porque parente face sabe usar,1,0
884,mano twitter nada direito pqp,1,0
1062,kkkkkk chama nada fazer twitter falar merda,0,1
1555,twitter antigamente,1,0
147,twitter bom tarde,0,1
173,fiz twitter novo deixar passado agora ter novos twittar procurar,1,0
1728,pessoa acabou criar conta twitter nisso agr,1,0
30,tweets pouco,0,1
1610,vem conseguindo tirar gosto twitter viu,1,0
822,spotify twitter bem porque ta outro funciona,1,0
511,verdade tentar fazer feliz twitter,0,1
665,timeline twitter legal gente aparece,1,0
1467,desisto assistir twitter porque dando,1,0
1760,vem twitter ficar bugado,1,0
864,dormir consegue vem twitter falar dormir,0,1
760,olha cara vem twitter falar tava hora sair,0,1
158,gente deixar bem facebook twitter facebook twitter triste,1,0
139,ser twitter novo segue vc segue todo mundo,1,0
574,twitter agora app bugado,1,0
746,ai deus agora reclamar twitter fazer oque bb,0,1
1476,outro twitter porque bem,1,0
346,rs rir tweets,0,1
773,twitter quer entrar,1,0
1242,chegou madrugada vim xingar pessoa segue aqui twitter,0,1
342,twitter novo,1,0
792,twitter deixa,1,0
1000,queria sair d twitter tempo ficar aqui twitter,1,0
461,followers followers,0,1
441,vida chata coisas twitter ficar interessante,1,0
789,tweet,1,0
1302,falo mt twitter chato crl credo,1,0
735,mandei vir logo saiu twitter ter moral outra,0,1
512,twitter idiota agora ter,0,1
934,sobre forma posso entender disso,0,1
535,twitter ficar caracteres pessoal chato facebook vim fazer deus,1,0
1119,odeio tipo pessoa escolhe ser escolhe vir twitter falar escolhe mandar motivo,0,1
916,responder twitter enviar tweet,1,0
772,gente boa queria ser amiga conversar todos dias fazer twitter falar sobre tudo,0,1
496,twitter moral ee,0,1
43,gente criei twitter novo poder usar hahaha,1,0
650,nunca esquecer melhor amiga disse merda respondeu,0,1
678,caralho veio twitter falar mal of veio lugar errado sai,0,1
80,cena criar twitter novo procurar pessoas todas face,1,0
1496,quanto tempo entro twitter usa msm,1,0
270,twitter chato tchau,1,0
31,falta pouco mil tweets,0,1
1320,achei ia ficar tempo twitter fazer dia terminar po,0,1
475,hoje fazer finalmente twitter ficar todo,1,0
532,modo noturno melhor coisa agora pro twitter ficar perfeito falta editar tweets,1,0
1026,adoro estar twitter ver indiretas perceber tudo,0,1
1323,deixou twitter bonito,1,0
1785,falta twitter ter,1,0
813,vem aqui twitter ver amor,0,1
1751,twitter ficar chato dia jogo pqp,1,0
267,agora apareceu aqui twitter louco,1,0
233,mano mt puta twitter ruim porra,1,0
575,fico twitter fazer,0,1
436,vi tweets ainda bem,0,1
128,tudo bem ficar pronto twitter ver reclamando vida toda hora,0,1
274,ter xd claro pronto assim tweets,0,1
287,gente estar postando twitter direto,1,0
1091,pessoas aqui deixando twitter chato,1,0
733,finalmente foto rede social twitter porque vez fiz,1,0
724,tempo vir aqui twitter dar dias preciso,0,1
512,chega fim semana twitter ficar chato,1,0
810,porque twitter editar ta precisando,1,0
759,acho melhor gente twitter fazer cada,0,1
755,pronto falei existe twitter falar kkkkk,0,1
815,mano deus twitter assim posso falar ler,1,0
828,twitter consegue ficar,1,0
1261,twitter porque aqui coisas,1,0
488,agora bom twitter,0,1
279,twitter chato ser nota,1,0
1804,sobre sentir ter pessoas segue,1,0
1277,existe twitter,1,0
250,twitter chato cara,1,0
111,reclamar ta fazer ter boa quer,0,1
156,bom dia,0,1
87,igual tweets cada cada tudo acho talvez,0,1
170,bom dia twitter sumido aqui claro continuo idiota,0,1
1972,twitter ficar parecendo coisas pessoas sigo chato,1,0
1045,tirar twitter porque sempre coisa,1,0
1197,vim twitter fazer drama,0,1
31,consegui parar seguir pessoal fiz twitter novo,1,0
1109,vamo todo mundo twitter fazer ver quanto tempo cai site,0,1
864,twitter hoje melhor vida,1,0
1141,pessoa magoa venham twitter dar,0,1
526,tag twitter hoje menos,0,1
59,tweets dia fc falo pouco,0,1
161,lendo regras bom twitter,0,1
1606,momento twitter whats,1,0
842,twitter hoje ta parecendo papo,1,0
542,pior coisa pessoa terminar vir twitter falar mal,0,1
1818,posso falar indireta gente,1,0
2014,hahaha manda twitter ficar mostrando,1,0
883,odeio tipo pessoa escolhe ser escolhe vir twitter falar escolhe mandar motivo,0,1
383,bem vindo mil tweets,0,1
829,gente twitter fazer whatsapp gente,0,1
347,menos tweets legal,0,1
1393,twitter lento hoje,1,0
309,tava ficando twitter lindo,1,0
46,falta pouco mil tweets,0,1
965,militante twitter fazer podia,0,1
490,vc faz pro twitter ficar azul app,1,0
818,twitter ta notificando,1,0
464,twitter,0,1
68,percebi tweets algo,0,1
404,bem claro fc mexer ficar tweets desde,0,1
1539,vc procurar site twitter conta,1,0
617,gente querendo nesse twitter dar,0,1
1004,aqui todos twitter ver,0,1
1299,tanta vergonha daquelas mal vontade excluir twitter entrar nunca sair,0,1
1538,twitter,1,0
1259,chega quero mexer twitter tudo,1,0
1165,modo noturno twitter mal,1,0
892,twitter,1,0
970,acontecendo menos twitter pergunta,1,0
1845,certo gosta vir twitter mudar nome vezes,1,0
326,acho pessoas seguidores tweets,0,1
602,vida abrir twitter ver minutos fechar dormir,0,1
1188,falam internet falando tudo aqui melhor rede social sempre,1,0
191,bom dia pessoas lindas desse twitter,0,1
1105,vontade apagar twitter apagar facebook apagar whatsapp apagar desse mundo,0,1
521,twitter dar,1,0
1120,vem twitter falar merda vem,0,1
393,pro twitter ficar perfeito falta editar tweet,1,0
77,nada quanto criar twitter novo pensando melhor ta bom assim,1,0
1564,twitter fazer igual facebook deixar geral fazer live mato,1,0
1417,dias entrar twitter porque eh,1,0
239,bom dia twitter logo cara sim fiquei,0,1
262,fazer twitter novo,1,0
198,twitter novo faz anos uso haha,1,0
143,pode estar bom,0,1
240,sempre aq twitter triste poder ver vc,1,0
721,twitter ta mostrando segue,1,0
124,ainda bem fiquei bem twitter,0,1
1888,twitter passou hora hein,1,0
589,menos twitter mudar,0,1
1058,twitter chato sei la,1,0
89,poder tweets pena povo usar,0,1
799,odeio fato twitter audio,1,0
501,twitter ta,0,1
549,twitter achar haha,0,1
381,pessoal criar facebook vim pro twitter fazer merda volta pro orkut,1,0
695,pessoas dando cara vindo twitter falar sobre,0,1
342,je tweets la,0,1
1648,hoje faz twitter fiquei tanto tempo,1,0
1036,amo twitter porque parente facebook sabe usar,1,0
1210,twitter bugada,1,0
1067,aqui twitter falar quanto,0,1
1494,ta twitter ruim agora entendi,1,0
1515,ficar twitter antigamente sei consigo,1,0
106,saco twitter novo queria ter senha antigo,1,0
85,twitter novo chato sei seguir,1,0
1226,aqui twitter aqui mudar,1,0
1039,amo twitter porque parente face sabe usar,1,0
474,gosto twitter posso mandar indireta pessoa tendo twitter fazer,1,0
1195,twitter porque tweets,1,0
1142,amo twitter porque todo mundo,1,0
1024,aqui pensando redes vida alheia ficar vendo,0,1
1144,vim twitter ver faz,0,1
431,momento louca hora twitter carregar aparece,1,0
1526,twitter poder falar c,1,0
513,agora deu twitter dar tweet ah vsf,1,0
1825,deus fala twitter fazer ver td,1,0
1351,sei usar twitter,1,0
2017,dessa merda twitter ficar toda bugando,1,0
633,nunca tanta falta twitter nesse fds,1,0
1697,twitter,1,0
629,deus igual orkut porque cada perfil deus,1,0
1209,wpp vem twitter falar conversar,0,1
1339,cada dia passa twitter facebook,1,0
449,dai fico cara venho twitter falar merda tudo xd,0,1
1952,ia ser legal twitter ter face passado,1,0
345,dois dias feliz twitter travar agr ta merda novo achando,1,0
480,favor importante,0,1
982,escrever twitter,0,1
1696,app twitter bugado vida,1,0
146,twitter tudo d bom uu,0,1
310,bom dia twitter novo,1,0
735,twitter vida amorosa,1,0
187,algo fazer faz faz porque twitter lindo,1,0
1885,sabe lado bom ter twitter saber problemas sozinha obrigada amigos,1,0
677,twitter deixa mudar,1,0
203,fiquei semana usar twitter direto usar,1,0
1297,quero twitter ficar falando merda dia todo aqui prefiro vida real porra maior,0,1
415,galera tudo falar tanta merda,1,0
516,twitter ficar ar minutos nois fica outros site nois ta ai,1,0
917,twitter quer funcionar,1,0
1275,descanso eibar,0,1
344,querer twitter louco,1,0
1588,twitter amo,1,0
294,galera amor desse twitter lindo,1,0
1096,twitter chato caralho liga tchau,1,0
904,twitter assim,1,0
642,vida twitter facil vc quer postar algo caracteres dai vc letras ficar parecendo,1,0
506,porque achei lindo twitter facebook,0,1
901,vim aqui twitter fazer alguma coisa esqueci odeio ser coisa tudo,0,1
535,semanas followers facil,0,1
1771,pro twitter ter audio,1,0
676,sobre twitter ter,0,1
1001,vir aqui twitter falar merda,0,1
454,ainda ta seguindo segue tweets cara seguir,0,1
1168,gosto twitter porque posso pessoas dessa pessoa fim,1,0
593,twitter sai modo noturno,1,0
109,bem followers comigo,0,1
896,vim twitter dar,0,1
260,aguento twitter lento,1,0
832,twitter ta carregando celular,1,0
1343,twitter aqui,1,0
1953,tanta coisa pro twitter fazer faz merda editar tweet,1,0
1115,amo twitter aqui indiretas pessoa assim amo,1,0
500,devia ta esperando porra twitter carregar,1,0
243,bom dia twitter volta,0,1
226,bom dia povo twitter,0,1
1836,twitter dar problema hora sacanagem,1,0
500,oi desculpa incomodo pode dar aqui importante msm ingnora favor,0,1
389,bem podia dedicar horas tweets mim rs,0,1
1772,dia twitter deixar dms dia vez facebook,1,0
1213,falta vir aqui twitter fazer reclamando,0,1
1319,twitter aqui,1,0
668,twitter deixar ser fazer,0,1
174,bom dia twitter,0,1
1287,gente vem twitter falar mau outros rua dois menor,0,1
1570,fazendo usar twitter curtir facebook,1,0
742,venho twitter falar posso falo gente feliz,0,1
1235,deixar coisa bem fala sobre ser morto cai gosto,0,1
696,vir twitter fazer sobre,0,1
1097,entro twitter ficar ruim,0,1
672,abrir entrar abro nada novo,0,1
164,dar bom dia facil twitter alguem responder,0,1
360,twitter chato porra,1,0
1211,triste virem twitter falar mal,0,1
620,dias entrando aqui twitter nessa merda,1,0
367,sim sei bem acho percebi sentido tweets,0,1
986,vezes usa maravilhosa twitter dia puta,1,0
34,twitter novo outro funcionar,1,0
690,quase texto porque twitter,1,0
970,twitter saber,0,1
638,sabe falo fala falo venho twitter falar sozinha,0,1
376,mt legal novo tipo whats twitter face,1,0
101,sei twitter bom,1,0
1902,faz pro twitter ficar dessa cor,1,0
1486,existe twitter,1,0
752,mano vem twitter dar,0,1
939,twitter pergunta acontecendo quero saber acontecendo tudo azul escuro pqp,1,0
1601,criei twitter forma muita gente obrigada,1,0
946,twitter pergunta tempo todo acontecendo limite caracteres falar importa,1,0
1258,bom twitter porque facebook sempre,1,0
1683,poderia twitter aqui tudo lindo,1,0
184,bom dia twitter,0,1
293,meninas sala tweets lindas,0,1
1455,sair twitter porque foda acompanhar tanta coisa tempo pessoa,1,0
506,igual ultimamente uso twitter face,1,0
1994,real falar varias coisas mandar indiretas twitter,1,0
1453,twitter nunca,1,0
1725,twitter parado olho,1,0
1205,vida chata coisas twitter ficar interessante,1,0
540,galera vir twitter falar fica todas redes sociais coisas,0,1
61,triste twitter maldito coisas,1,0
1175,melhor twitter porque tempo demais,1,0
989,entendo povo vem twitter fazer bem aqui twitter aqui terra regras,0,1
754,gente twitter entrar pegar mandar,0,1
955,twitter coitada ver,0,1
665,ia vir twitter querer aparecer,0,1
456,faz pro twitter ficar preto,1,0
1550,tanto pro twitter antes,1,0
1116,sair twitter porque vcs,1,0
1199,cria ai dormir esquecer sono vem twitter falar c,0,1
519,geral pro twitter ver todos,1,0
137,dia bem hoje agora assistir following,0,1
147,twitter novo saco,1,0
604,ler excluir gente face ler pouco vir twitter dar olhada instagram twitter,0,1
790,consigo entrar site venho twitter ver tweets sobre enem,0,1
50,triste ter fazer twitter novo,1,0
72,fazer twitter novo pessoas daqui,1,0
1257,vim aqui twitter ver coisas sobre novela acabar perder,0,1
36,finalmente senha twitter,1,0
351,dar tweets tipo vi tt nada responder,0,1
210,bom dia d,0,1
1979,querer salvar twitter ficar coisa problema,1,0
1229,ai odeio entrar twitter ver army dando tirar ficar,0,1
899,twitter falar besteira chato fazer outra rede social,0,1
142,fazer twitter novo antigo,1,0
1471,gente twitter,1,0
2016,twitter seguir,1,0
349,bom assim ver tweets,0,1
219,twitter haha of bom,0,1
816,sigo todos volta twitter deixar,0,1
1122,army enquanto respondeu iria f,0,1
974,ainda vem twitter falar passou,0,1
1192,fazer nesse twitter aqui cada twitter lixo ver pessoas pqp,1,0
69,dando falar cara tweets fazem todo,0,1
1317,twitter bugado,1,0
29,tweets pouco,0,1
446,tao sozinha ainda bem existe tweets,0,1
964,pai twitter ficar,0,1
1170,app twitter aqui nesse maior,1,0
1152,fala famoso twitter ficar,0,1
1100,entender facebook twitter ter mil youtube,0,1
152,achando twitter chato ultimamente fico tanto igual antes,1,0
1451,deveria usar twitter vezes,1,0
977,falta vir aqui twitter fazer reclamando,0,1
1611,puta acho nunca fiquei twitter agora,1,0
558,ontem assistir vim twitter saber sobre agora fez anos,0,1
1013,cu venho twitter falar,0,1
1073,twitter parado,1,0
1639,amando twitter tanto antes,1,0
42,pessoas ver sigo twitter mds twitter legal,1,0
888,pior ainda meter realmente tristes,0,1
5,porra trocar celular ter fazer twitter novo,1,0
55,twitter bom saudades melhor tudo mato,1,0
1929,porra twitter erro servidor foda hein,1,0
1677,vi twitter movimentado,1,0
987,criar novo twitter porque desinstalei,1,0
1067,acho indiretas twitter pena porque faz twitter ficar,1,0
1912,twitter ter,1,0
511,sdds twitter ficar internet legal,1,0
1163,aviso face seguindo seguidores aqui twitter ter,0,1
1738,gosto twitter posso mandar indireta pessoa tendo twitter fazer,1,0
621,nada normal twitter ficar vezes bem dar,0,1
1335,nunca vi twitter triste desde,1,0
1710,gente uso twitter vezes fazer,1,0
241,ter twitter novo k,1,0
494,twitter,0,1
1665,gente socorro sei aqui twitter voltei kk,1,0
255,bom criar twitter novo jesus,1,0
11,ajudar amiga entrar gente manda muitos tweets dai chance,0,1
1746,ter editar tweet saber dm pessoa tbm saber estar,1,0
1279,pode postar foto twitter todo mundo saco,1,0
871,twitter,1,0
771,manda twitter fazer please,0,1
612,vezes sinto falta quanto ficar aqui twitter falar todos amigos daqui etc tempo passou tanta coisa,0,1
893,porra dessa twitter consigo ver,1,0
1419,amo twitter porque parente face sabe usar,1,0
253,acho sair twitter bom kkkk,0,1
915,gosto twitter porque posso responder,1,0
1079,twitter fazer anda pronto,0,1
473,gente face vontade real desativar tudo face twitter ficar snap insta whats,1,0
308,claro rapaz pena ver muitos tweets,0,1
985,fiquei twitter porque celular dia triste,1,0
335,bosta lento caralho vamo corrigir,1,0
551,twitter deixa enviar tweet direito,1,0
1285,amo twitter porque aqui geral sempre ta coisas,1,0
328,agora vi aqui falta agora colocar ficar bom,1,0
777,sonho ser twitter ter bom dizer,0,1
66,pessoas conta perdi twitter novo,1,0
1716,spotify ta twitter vo viver bosta,1,0
1945,agora dizer deve deve escrever twitter ter,1,0
1091,pergunta,0,1
718,anos twitter tempo passa,1,0
193,bom dia,0,1
744,sim quero twitter porque amo,1,0
140,twitter lindo mostra manda negocio mim,1,0
1097,facebook mim deixou consegui entrar twitter porque entrei hoje,1,0
1029,twitter chato jogo vontade ficar,1,0
1082,usar twitter aqui fica lento,1,0
728,y pictwitter,0,1
141,bom ganhar seguidores twitter,0,1
1058,outra rede social nada twitter falar igual sozinha kkkkkkk,0,1
583,twitter bem deveria ter chato ter mandar,1,0
1256,outro twitter fazer talvez dias vida rs,0,1
930,melhor coisa twitter poder silenciar,1,0
610,galera bem gosto disso vem twitter falar mal,0,1
2010,dia twitter ter editar pode saber,1,0
1119,uso twitter porque ir,1,0
1628,twitter faz,1,0
102,twitter bom,1,0
1830,mundo insta twitter ter facebook nada,1,0
694,queria ser povo consegue entrar twitter fazer amigos ficar perguntando bem,0,1
810,bom,0,1
1241,sim sim vez tava tanta vi mto gente aq tw,0,1
278,desde twitter direto,1,0
96,bem novos followers aqui todos,0,1
1669,twitter funciona,1,0
185,twitter direto fica,1,0
341,agora tweets,0,1
208,amei twitter novo,1,0
1193,entrar twitter porque aqui,1,0
1220,twitter fico dia inteiro nesse ta dando ler,1,0
1726,ficar twitter,1,0
1162,dizer fazer faz twitter falar,0,1
724,twitter onde editar tweet,1,0
1733,conta verificada twitter ver azul qualquer outra conta passando mim deve ser,1,0
1099,galera vir twitter falar bosta jesus,0,1
19,agora criei twitter novo chegando seguindo todo mundo vejo,1,0
1150,gosto twitter porque pessoas falam kkk,1,0
468,faz pro twitter ficar preto,1,0
1219,twitter dar show,0,1
54,ter fazer twitter novo vsf,1,0
1213,triste twitter ficar movimentado novo,1,0
1529,falo vezes uso twitter bloco notas,1,0
231,bom twitter,0,1
1088,porra amo twitter aqui povo sabe sabe porra,1,0
378,rir tweets sao bem,0,1
885,vem twitter falar merda deixa gente cada vez perto,0,1
205,bom dia twitter tds dia,0,1
1537,twitter dar mimimi foda,1,0
189,bom dia pessoal twitter,0,1
1137,twitter aqui abrir foto entender,1,0
329,mil tweets dedicar pessoa linda,0,1
750,queria mudar twitter,1,0
1195,sabem twitter apagar t,0,1
1126,gosto twitter aqui posso postar quiser ter nada kkk,1,0
82,finalmente twitter bom celular outra vez,1,0
122,beleza twitter novo seguidores,1,0
1285,vim twitter falar divulgar,0,1
45,quase tweets pouco,0,1
1198,nada globo fico entender ir twitter ver kkkkkkk,0,1
401,mandando tweets seguir ta seguindo ainda bem,0,1
1121,vem twitter falar merda deixa gente cada vez perto,0,1
1948,aqui deixar twitter fazer mim,1,0
1568,dias twitter bom estar,1,0
175,novo twitter frases bom dia,0,1
645,frases demais twitter deixar,0,1
1263,vim twitter ver tweet famoso,0,1
1372,usando twitter,1,0
597,menina postando foto,0,1
1961,basta porra twitter ter td bugado ainda seguir,1,0
956,vim twitter falar sono fazer dormir,0,1
689,twitter chegando,1,0
1146,mano todas imagens twitter aqui ta texto celular merda,1,0
1069,twitter porque posso dar,1,0
214,porra mano criar novo conseguir criar twitter novo,1,0
106,alguns dias entrar entro vejo novos followers bemvindos,0,1
562,anda fala twitter querer demais acha,0,1
457,dando tweets mim segue sigo todos volta,0,1
38,saudades wifi saudades twitter lindo,1,0
1703,twitter amo vc,1,0
762,desse twitter ficar,0,1
270,olha tweets,0,1
1748,bem verdade venho twitter ver tweets novos,1,0
867,pessoas vim twitter dar moral vida vezes quiser vida,0,1
1322,bom ser twitter aqui nada todo mundo forma ser,1,0
1076,celular ta merda pro twitter entrar,1,0
796,olha nada falar vc app agr vem travar tweet carregar enviar ah merda,1,0
190,bom dia twitter,0,1
1625,mim existisse twitter ia reclamar pouco vida,1,0
387,achei motivos bem ficar olhando tweets,0,1
865,chegou follow li fiquei pensando twitter falar,0,1
1832,esperando pro twitter ficar bom,1,0
339,twitter feliz aqui,1,0
1528,sei usar twitter faz,1,0
315,twitter lindo,1,0
215,nada bom twitter agora,0,1
159,twitter novo,1,0
293,funcionar agr usar twitter legal,1,0
318,dia fiquei casa dia todo falando merda twitter legal,1,0
1676,twitter morto,1,0
717,podia ter modo noturno face tbm melhor twitter assim,1,0
804,todo mundo vir twitter falar sozinha,0,1
1328,venho olhar twitter ficar olhando lindo kkkk,0,1
1110,prefiro ter seguidores seguir pouco seguir gente ser twitter ficar t,0,1
1791,modo noturno melhor coisa agora pro twitter ficar perfeito falta editar tweets,1,0
190,twitter novo kkk tl,1,0
598,odeio todas redes sociais menos twitter porque twitter eh casa,1,0
978,twitter pergunta acontecendo,1,0
162,bom amigos face segui aqui twitter seguindo aq twitter tempo,0,1
1922,twitter bug,1,0
1196,madrugada merda vamo twitter falar bosta,0,1
397,tweets vezes tudo bem,0,1
207,bom dia twitter,0,1
559,mesma acontece alguma venho twitter fazer,0,1
1661,maior tempo twitter wpp sei ver cmg falo,1,0
1927,odeio twitter erro cu,1,0
75,vida ficar lendo todos tweets,0,1
476,agora fotos,0,1
302,sei ia achar tweets porque conversa,0,1
1282,queria dizer linda cria canal youtube porque aguento vim twitter ver,0,1
811,twitter editar errado assim,1,0
440,bem sinto tweets bom,0,1
534,twitter passar,1,0
802,sozinha,0,1
479,faz twitter ficar tbm,1,0
265,ter tweets,0,1
51,cara ainda mil tweets pouco outro twitter,0,1
690,vez vi falando sobre nada assim sei,0,1
974,cada venho twitter ver algo legal,1,0
887,la acha ficar sao ser,0,1
1295,relacionamento pro twitter ficar animado fazia tempo kkkkk,1,0
726,aqui nesse twitter fica assim,1,0
1540,uso facebook twitter twitter instagram instagram uso mi modo,1,0
1421,amigos twitter,1,0
1332,entro twitter ficar ruim,0,1
1358,twitter,1,0
413,bate bem bate qualquer forma sigam tweets internet,0,1
394,sobre twitter ficar travando toda hora,1,0
262,ser aparecer aqui vez mandar dois tweets pronto,0,1
1934,twitter ruim nada,1,0
225,bom tweets sobre ta lindo demais twitter,0,1
996,twitter dar sobre vida outros,0,1
546,pessoa oq momento vir aq tw,0,1
1008,twitter kkkkk,1,0
1239,aqui todos twitter ver,0,1
1228,faz twitter ainda direito,1,0
408,agora ir dormir twitter ficar,1,0
434,normal twitter ficar vez,1,0
212,bom dia todos twitter,0,1
219,todos twitter triste,1,0
383,twitter dar outras redes sociais,1,0
301,twitter novo nessa,1,0
272,twitter chato sabe falar coisas importa nota ver deixa ser menos lixo,1,0
88,twitter lindo hein,1,0
80,querendo saber tweets mesma mim,0,1
909,entrar twitter ver tag avril please come back ver fandom todo,0,1
813,gosto twitter porque enquanto assim bom,1,0
258,pensar tweets legais facil,0,1
504,diz twitter,0,1
866,pessoa seguir twitter deixa enviar dms,1,0
115,olhar cara xingar twitter acha,0,1
1082,assim curso duas twitter,0,1
268,cada twitter lindo fica triste,1,0
1037,vejo twitter falar sobre hoje aqui sala,0,1
481,melhor tendo ficar twitter ver,1,0
1567,povo facebook vindo pro twitter fazer merda,1,0
561,twitter deixa pessoa dar,1,0
28,hora tweets ainda pouco pode meio tirar,0,1
